zipcode, #_of_Chick_fil_a, #_of_Tacobells, #_of_Starbucks
29078, 0, 1, 0 
29079, 0, 0, 0 
29080, 0, 1, 0 
29081, 0, 0, 0 
29082, 0, 0, 0 
29101, 0, 0, 0 
29102, 0, 0, 0 
29104, 0, 0, 0 
29105, 0, 0, 0 
29107, 0, 0, 0 
29108, 1, 1, 0 
29111, 0, 0, 0 
29112, 0, 0, 0 
29113, 0, 0, 0 
29114, 0, 0, 0 
29115, 0, 2, 0 
29116, 0, 0, 0 
29117, 0, 0, 0 
29118, 1, 0, 0 
29122, 0, 0, 0 
29123, 0, 0, 0 
29125, 0, 0, 0 
29126, 0, 0, 0 
29127, 0, 0, 0 
29128, 0, 0, 0 
29129, 0, 0, 0 
29130, 0, 0, 0 
29132, 0, 0, 0 
29133, 0, 0, 0 
29135, 0, 0, 0 
29137, 0, 0, 0 
29138, 0, 0, 0 
29142, 0, 1, 0 
29143, 0, 0, 0 
29145, 0, 0, 0 
29146, 0, 0, 0 
29147, 0, 0, 0 
29148, 0, 0, 0 
29150, 2, 2, 1 
29151, 0, 0, 0 
29152, 0, 0, 0 
29153, 0, 0, 0 
29154, 0, 0, 0 
29160, 0, 0, 0 
29161, 0, 0, 0 
29162, 0, 0, 0 
29163, 0, 0, 0 
29164, 0, 0, 0 
29166, 0, 0, 0 
29168, 0, 0, 0 
29169, 1, 0, 1 
29170, 0, 1, 0 
29171, 0, 0, 0 
29172, 0, 0, 2 
29175, 0, 0, 0 
29177, 0, 0, 0 
29178, 0, 0, 0 
29180, 0, 0, 0 
29201, 0, 0, 2 
29202, 0, 0, 0 
29203, 1, 0, 1 
29204, 1, 0, 0 
29205, 1, 0, 2 
29206, 2, 1, 2 
29207, 0, 0, 0 
29208, 1, 0, 0 
29209, 1, 1, 2 
29210, 1, 1, 0 
29211, 0, 0, 0 
29212, 2, 0, 3 
29214, 0, 0, 0 
29215, 0, 0, 0 
29216, 0, 0, 0 
29217, 0, 0, 0 
29218, 0, 0, 0 
29219, 0, 0, 0 
29220, 0, 0, 0 
29221, 0, 0, 0 
29222, 0, 0, 0 
29223, 0, 1, 0 
29224, 0, 0, 0 
29225, 0, 0, 0 
29226, 0, 0, 0 
29227, 0, 0, 0 
29228, 0, 0, 0 
29229, 1, 1, 3 
29230, 0, 0, 0 
29240, 0, 0, 0 
29250, 0, 0, 0 
29260, 0, 0, 0 
29290, 0, 0, 0 
29292, 0, 0, 0 
29301, 2, 1, 2 
29302, 0, 0, 1 
29303, 2, 2, 1 
29304, 0, 0, 0 
29305, 0, 0, 0 
29306, 0, 0, 0 
29307, 1, 1, 0 
29316, 1, 0, 0 
29318, 0, 0, 0 
29319, 0, 0, 0 
29320, 0, 0, 0 
29321, 0, 0, 0 
29322, 0, 0, 0 
29323, 0, 0, 0 
29324, 0, 0, 0 
29325, 0, 0, 0 
29329, 0, 0, 0 
29330, 0, 0, 0 
29331, 0, 0, 0 
29332, 0, 0, 0 
29333, 0, 0, 0 
29334, 1, 1, 0 
29335, 0, 0, 0 
29336, 0, 0, 0 
29338, 0, 0, 0 
29340, 0, 0, 0 
29341, 1, 1, 1 
29342, 0, 0, 0 
29346, 0, 0, 0 
29348, 0, 0, 0 
29349, 0, 1, 1 
29351, 0, 0, 0 
29353, 0, 0, 0 
29355, 0, 0, 0 
29356, 0, 0, 1 
29360, 1, 0, 0 
29364, 0, 0, 0 
29365, 0, 0, 0 
29368, 0, 0, 0 
29369, 0, 0, 0 
29370, 0, 0, 0 
29372, 0, 0, 0 
29373, 0, 0, 0 
29374, 0, 0, 0 
29375, 0, 0, 0 
29376, 0, 0, 0 
29377, 0, 0, 0 
29378, 0, 0, 0 
29379, 0, 0, 0 
29384, 0, 0, 0 
29385, 0, 0, 0 
29386, 0, 0, 0 
29388, 0, 0, 0 
29390, 0, 0, 0 
29391, 0, 0, 0 
29395, 0, 0, 0 
29401, 1, 0, 2 
29402, 0, 0, 0 
29403, 0, 1, 3 
29404, 0, 0, 0 
29405, 0, 0, 0 
29406, 3, 2, 3 
29407, 2, 2, 5 
29409, 1, 0, 0 
29410, 0, 0, 0 
29412, 1, 1, 2 
29413, 0, 0, 0 
29414, 1, 0, 0 
29415, 0, 0, 0 
29416, 0, 0, 0 
29417, 0, 0, 0 
29418, 1, 1, 2 
29419, 0, 0, 0 
29420, 1, 1, 0 
29422, 0, 0, 0 
29423, 0, 0, 0 
29424, 1, 0, 1 
29425, 1, 0, 1 
29426, 0, 0, 0 
29429, 0, 0, 0 
29430, 0, 0, 0 
29431, 0, 0, 0 
29432, 0, 0, 0 
29433, 0, 0, 0 
29434, 0, 0, 0 
29435, 0, 0, 0 
29436, 0, 0, 0 
29437, 0, 0, 0 
29438, 0, 0, 0 
29439, 0, 0, 0 
29440, 0, 1, 0 
29442, 0, 0, 0 
29445, 1, 1, 0 
29446, 0, 0, 0 
29447, 0, 0, 0 
29448, 0, 0, 0 
29449, 0, 0, 0 
29450, 0, 0, 0 
29451, 0, 0, 0 
29452, 0, 0, 0 
29453, 0, 0, 0 
29455, 0, 0, 1 
29456, 0, 1, 0 
29457, 0, 0, 0 
29458, 0, 0, 0 
29461, 1, 1, 0 
29464, 2, 2, 5 
29465, 0, 0, 0 
29466, 1, 0, 3 
29468, 0, 0, 0 
29469, 0, 0, 0 
29470, 0, 0, 0 
29471, 0, 0, 0 
29472, 0, 0, 0 
29474, 0, 0, 0 
29475, 0, 0, 0 
29476, 0, 0, 0 
29477, 0, 1, 0 
29479, 0, 0, 0 
29481, 0, 0, 0 
29482, 0, 0, 0 
29483, 1, 1, 2 
29484, 0, 0, 0 
29485, 0, 1, 2 
29487, 0, 0, 0 
29488, 0, 1, 0 
29492, 0, 0, 0 
29493, 0, 0, 0 
29501, 2, 1, 2 
29502, 0, 0, 1 
29503, 0, 0, 0 
29504, 0, 0, 0 
29505, 1, 1, 0 
29506, 0, 0, 0 
29510, 0, 0, 0 
29511, 0, 0, 0 
29512, 0, 0, 0 
29516, 0, 0, 0 
29518, 0, 0, 0 
29519, 0, 0, 0 
29520, 0, 1, 0 
29525, 0, 0, 0 
29526, 1, 1, 0 
29527, 0, 0, 0 
29528, 1, 0, 1 
29530, 0, 0, 0 
29532, 0, 1, 0 
29536, 0, 1, 0 
29540, 0, 0, 0 
29541, 0, 0, 0 
29543, 0, 0, 0 
29544, 0, 0, 0 
29545, 0, 0, 0 
29546, 0, 0, 0 
29547, 0, 0, 0 
29550, 0, 1, 0 
29551, 0, 0, 0 
29554, 0, 0, 0 
29555, 0, 0, 0 
29556, 0, 0, 0 
29560, 0, 1, 0 
29563, 0, 0, 0 
29564, 0, 0, 0 
29565, 0, 0, 0 
29566, 0, 0, 0 
29567, 0, 0, 0 
29568, 0, 0, 0 
29569, 0, 0, 0 
29570, 0, 0, 0 
29571, 0, 0, 0 
29572, 0, 0, 3 
29573, 0, 0, 0 
29574, 0, 1, 0 
29575, 1, 0, 1 
29576, 1, 0, 1 
29577, 3, 1, 6 
29578, 0, 0, 0 
29579, 1, 1, 2 
29580, 0, 0, 0 
29581, 0, 0, 0 
29582, 1, 1, 1 
29583, 0, 0, 0 
29584, 0, 0, 0 
29585, 0, 0, 1 
29587, 0, 0, 0 
29588, 0, 2, 1 
29589, 0, 0, 0 
29590, 0, 0, 0 
29591, 0, 0, 0 
29592, 0, 0, 0 
29593, 0, 0, 0 
29594, 0, 0, 0 
29596, 0, 0, 0 
29597, 0, 0, 0 
29598, 0, 0, 0 
29601, 0, 0, 2 
29602, 0, 0, 0 
29603, 0, 0, 0 
29604, 0, 0, 0 
29605, 1, 1, 2 
29606, 0, 0, 0 
29607, 4, 2, 5 
29608, 0, 0, 0 
29609, 1, 1, 1 
29610, 0, 0, 0 
29611, 0, 1, 0 
29612, 0, 0, 0 
29613, 1, 0, 0 
29614, 1, 0, 0 
29615, 1, 2, 2 
29616, 0, 0, 0 
29617, 0, 0, 0 
29620, 0, 0, 0 
29621, 4, 1, 2 
29622, 0, 0, 0 
29623, 0, 0, 0 
29624, 0, 2, 0 
29625, 0, 0, 0 
29626, 0, 0, 0 
29627, 0, 0, 0 
29628, 0, 0, 0 
29630, 0, 0, 0 
29631, 1, 1, 2 
29632, 0, 0, 0 
29633, 1, 0, 0 
29634, 0, 0, 2 
29635, 0, 0, 0 
29636, 0, 0, 0 
29638, 0, 0, 0 
29639, 0, 0, 0 
29640, 1, 1, 0 
29641, 0, 0, 0 
29642, 0, 0, 1 
29643, 0, 0, 0 
29644, 0, 0, 0 
29645, 0, 0, 0 
29646, 0, 0, 0 
29647, 0, 0, 0 
29648, 0, 0, 0 
29649, 2, 1, 2 
29650, 1, 0, 1 
29651, 1, 1, 1 
29652, 0, 0, 0 
29653, 0, 0, 0 
29654, 0, 0, 0 
29655, 0, 0, 0 
29656, 0, 0, 0 
29657, 0, 0, 0 
29658, 0, 0, 0 
29659, 0, 0, 0 
29661, 0, 0, 0 
29662, 1, 0, 0 
29664, 0, 0, 0 
29665, 0, 0, 0 
29666, 0, 0, 0 
29667, 0, 0, 0 
29669, 0, 0, 0 
29670, 0, 0, 0 
29671, 0, 1, 1 
29672, 0, 0, 0 
29673, 1, 1, 0 
29675, 0, 0, 0 
29676, 0, 0, 0 
29677, 0, 0, 0 
29678, 1, 1, 1 
29679, 0, 0, 0 
29680, 1, 0, 2 
29681, 0, 1, 0 
29682, 0, 0, 0 
29683, 0, 0, 0 
29684, 0, 0, 0 
29685, 0, 0, 0 
29686, 0, 0, 0 
29687, 1, 0, 1 
29688, 1, 0, 0 
29689, 0, 0, 0 
29690, 1, 0, 0 
29691, 0, 0, 0 
29692, 0, 0, 0 
29693, 0, 0, 0 
29695, 0, 0, 0 
29696, 0, 0, 1 
29697, 0, 0, 0 
29698, 0, 0, 0 
29702, 0, 0, 0 
29703, 0, 0, 0 
29704, 0, 0, 0 
29706, 0, 1, 0 
29707, 1, 1, 1 
29708, 2, 1, 3 
29709, 0, 0, 0 
29710, 0, 1, 0 
29712, 0, 0, 0 
29714, 0, 0, 0 
29715, 0, 0, 1 
29716, 0, 0, 0 
29717, 0, 0, 0 
29718, 0, 0, 0 
29720, 1, 1, 0 
29721, 0, 0, 0 
29722, 0, 0, 0 
29724, 0, 0, 0 
29726, 0, 0, 0 
29727, 0, 0, 0 
29728, 0, 1, 0 
29729, 0, 0, 0 
29730, 2, 1, 1 
29731, 0, 0, 0 
29732, 1, 2, 3 
29733, 0, 0, 0 
29734, 0, 0, 0 
29741, 0, 0, 0 
29742, 0, 0, 0 
29743, 0, 0, 0 
29744, 0, 0, 0 
29745, 0, 1, 0 
29801, 0, 1, 1 
29802, 0, 0, 0 
29803, 1, 0, 2 
29804, 0, 0, 0 
29805, 0, 0, 0 
29808, 0, 0, 0 
29809, 0, 0, 0 
29810, 0, 0, 0 
29812, 0, 0, 0 
29813, 0, 0, 0 
29816, 0, 0, 0 
29817, 0, 0, 0 
29819, 0, 0, 0 
29821, 0, 0, 0 
29822, 0, 0, 0 
29824, 0, 0, 0 
29826, 0, 0, 0 
29827, 0, 0, 0 
29828, 0, 0, 0 
29829, 0, 0, 0 
29831, 0, 0, 0 
29832, 0, 0, 0 
29834, 0, 0, 0 
29835, 0, 0, 0 
29836, 0, 0, 0 
29838, 0, 0, 0 
29839, 0, 0, 0 
29840, 0, 0, 0 
29841, 1, 1, 1 
29842, 0, 0, 0 
29843, 0, 0, 0 
29844, 0, 0, 0 
29845, 0, 0, 0 
29846, 0, 0, 0 
29847, 0, 0, 0 
29848, 0, 0, 0 
29849, 0, 0, 0 
29850, 0, 0, 0 
29851, 0, 0, 0 
29853, 0, 0, 0 
29856, 0, 0, 0 
29860, 0, 0, 0 
29861, 0, 0, 0 
29899, 0, 0, 0 
29901, 0, 0, 0 
29902, 0, 1, 1 
29903, 0, 0, 0 
29904, 0, 0, 0 
29905, 0, 0, 0 
29906, 1, 0, 0 
29907, 0, 0, 0 
29909, 0, 0, 0 
29910, 1, 1, 4 
29911, 0, 0, 0 
29912, 0, 0, 0 
29913, 0, 0, 0 
29914, 0, 0, 0 
29915, 0, 0, 0 
29916, 0, 0, 0 
29918, 0, 0, 0 
29920, 0, 0, 0 
29921, 0, 0, 0 
29922, 0, 0, 0 
29923, 0, 0, 0 
29924, 0, 1, 0 
29925, 0, 0, 0 
29926, 0, 0, 1 
29927, 0, 0, 0 
29928, 0, 0, 3 
29929, 0, 0, 0 
29931, 0, 0, 0 
29932, 0, 0, 0 
29933, 0, 0, 0 
29934, 0, 0, 0 
29935, 0, 0, 0 
29936, 0, 0, 0 
29938, 0, 0, 0 
29939, 0, 0, 0 
29940, 0, 0, 0 
29941, 0, 0, 0 
29943, 0, 0, 0 
29944, 0, 0, 0 
29945, 0, 0, 0 
30002, 0, 0, 0 
30003, 0, 0, 0 
30004, 1, 1, 5 
30005, 0, 0, 2 
30006, 0, 0, 0 
30007, 0, 0, 0 
30008, 1, 0, 0 
30009, 1, 0, 1 
30010, 0, 0, 0 
30011, 0, 0, 0 
30012, 0, 0, 0 
30013, 1, 2, 2 
30014, 1, 2, 0 
30015, 0, 0, 0 
30016, 0, 1, 0 
30017, 0, 1, 0 
30018, 0, 0, 0 
30019, 1, 1, 3 
30021, 0, 0, 0 
30022, 4, 2, 10 
30023, 0, 0, 0 
30024, 3, 3, 6 
30025, 0, 0, 0 
30026, 0, 0, 0 
30028, 0, 0, 0 
30029, 0, 0, 0 
30030, 1, 0, 2 
30031, 0, 0, 0 
30032, 0, 1, 0 
30033, 3, 0, 1 
30034, 0, 1, 1 
30035, 1, 1, 0 
30036, 0, 0, 0 
30037, 0, 0, 0 
30038, 2, 2, 0 
30039, 0, 0, 0 
30040, 1, 2, 2 
30041, 1, 2, 3 
30042, 0, 0, 0 
30043, 1, 1, 4 
30044, 1, 2, 1 
30045, 0, 1, 1 
30046, 1, 0, 0 
30047, 1, 0, 1 
30048, 0, 0, 0 
30049, 0, 0, 0 
30052, 1, 1, 2 
30054, 0, 0, 0 
30055, 0, 0, 0 
30056, 0, 0, 0 
30058, 0, 0, 0 
30060, 2, 1, 2 
30061, 0, 0, 0 
30062, 2, 1, 3 
30063, 0, 0, 0 
30064, 2, 1, 3 
30065, 0, 0, 0 
30066, 1, 2, 2 
30067, 1, 0, 2 
30068, 1, 1, 3 
30069, 0, 0, 0 
30070, 0, 0, 0 
30071, 0, 0, 0 
30072, 0, 0, 0 
30073, 0, 0, 0 
30074, 0, 0, 0 
30075, 1, 0, 4 
30076, 1, 1, 2 
30077, 0, 0, 0 
30078, 2, 1, 2 
30079, 0, 0, 0 
30080, 2, 3, 4 
30081, 0, 0, 0 
30082, 0, 0, 0 
30083, 1, 1, 0 
30084, 2, 0, 3 
30085, 0, 0, 0 
30086, 0, 0, 0 
30087, 1, 1, 1 
30088, 0, 0, 0 
30090, 0, 0, 0 
30091, 0, 0, 0 
30092, 1, 1, 3 
30093, 1, 2, 1 
30094, 0, 0, 0 
30095, 0, 0, 0 
30096, 2, 2, 4 
30097, 1, 0, 6 
30098, 0, 0, 0 
30099, 0, 0, 0 
30101, 2, 2, 2 
30102, 0, 0, 0 
30103, 0, 1, 0 
30104, 0, 0, 0 
30105, 0, 0, 0 
30106, 1, 1, 1 
30107, 0, 0, 0 
30108, 0, 0, 0 
30109, 0, 0, 0 
30110, 0, 0, 0 
30111, 0, 0, 0 
30112, 0, 0, 0 
30113, 0, 0, 0 
30114, 2, 3, 4 
30115, 0, 1, 1 
30116, 2, 0, 0 
30117, 0, 2, 1 
30118, 1, 0, 1 
30119, 0, 0, 0 
30120, 0, 0, 2 
30121, 2, 1, 2 
30122, 1, 1, 0 
30123, 0, 0, 0 
30124, 0, 0, 0 
30125, 0, 1, 0 
30126, 0, 1, 0 
30127, 0, 1, 0 
30129, 0, 0, 0 
30132, 0, 2, 1 
30133, 0, 0, 0 
30134, 1, 1, 0 
30135, 2, 2, 2 
30137, 0, 0, 0 
30138, 0, 0, 0 
30139, 0, 0, 0 
30140, 0, 0, 0 
30141, 1, 1, 2 
30142, 0, 0, 0 
30143, 0, 1, 1 
30144, 4, 2, 8 
30145, 0, 0, 0 
30146, 0, 0, 0 
30147, 0, 0, 0 
30148, 0, 0, 0 
30149, 1, 0, 0 
30150, 0, 0, 0 
30151, 0, 0, 0 
30152, 0, 1, 2 
30153, 1, 0, 0 
30154, 0, 0, 0 
30156, 0, 0, 0 
30157, 1, 0, 1 
30160, 0, 0, 0 
30161, 1, 1, 2 
30162, 0, 0, 0 
30163, 0, 0, 0 
30164, 0, 0, 0 
30165, 2, 2, 0 
30168, 0, 0, 0 
30169, 0, 0, 0 
30170, 0, 0, 0 
30171, 0, 0, 0 
30172, 0, 0, 0 
30173, 0, 0, 0 
30175, 0, 0, 0 
30176, 0, 0, 0 
30177, 0, 0, 0 
30178, 0, 0, 0 
30179, 0, 0, 0 
30180, 1, 0, 0 
30182, 0, 0, 0 
30183, 0, 0, 0 
30184, 0, 0, 0 
30185, 0, 0, 0 
30187, 0, 0, 0 
30188, 2, 1, 3 
30189, 1, 1, 3 
30204, 0, 0, 0 
30205, 0, 0, 0 
30206, 0, 0, 0 
30212, 0, 0, 0 
30213, 1, 1, 1 
30214, 5, 1, 4 
30215, 0, 0, 0 
30216, 0, 0, 0 
30217, 0, 0, 0 
30218, 0, 0, 0 
30219, 0, 0, 0 
30220, 0, 0, 0 
30222, 0, 0, 0 
30223, 2, 2, 2 
30224, 0, 0, 0 
30228, 1, 0, 0 
30229, 0, 0, 0 
30230, 0, 0, 0 
30233, 0, 0, 0 
30234, 0, 0, 0 
30236, 1, 1, 0 
30237, 0, 0, 0 
30238, 0, 0, 0 
30240, 0, 1, 0 
30241, 2, 0, 1 
30248, 0, 1, 0 
30250, 0, 0, 0 
30251, 0, 0, 0 
30252, 1, 1, 0 
30253, 2, 2, 3 
30256, 0, 0, 0 
30257, 0, 0, 0 
30258, 0, 0, 0 
30259, 0, 0, 0 
30260, 1, 2, 0 
30261, 0, 0, 0 
30263, 0, 1, 0 
30264, 0, 0, 0 
30265, 2, 0, 4 
30266, 0, 0, 0 
30268, 0, 0, 0 
30269, 4, 1, 5 
30270, 0, 0, 0 
30271, 0, 0, 0 
30272, 0, 0, 0 
30273, 0, 0, 0 
30274, 1, 1, 0 
30275, 0, 0, 0 
30276, 0, 0, 0 
30277, 0, 1, 0 
30281, 2, 2, 1 
30284, 0, 0, 0 
30285, 0, 0, 0 
30286, 0, 1, 0 
30287, 0, 0, 0 
30288, 0, 0, 0 
30289, 0, 0, 0 
30290, 0, 0, 0 
30291, 0, 1, 0 
30292, 0, 0, 0 
30293, 0, 0, 0 
30294, 0, 1, 0 
30295, 0, 0, 0 
30296, 0, 0, 0 
30297, 1, 1, 0 
30298, 0, 0, 0 
30301, 0, 0, 0 
30302, 0, 0, 0 
30303, 5, 0, 6 
30304, 0, 0, 0 
30305, 1, 0, 3 
30306, 0, 0, 0 
30307, 0, 0, 3 
30308, 1, 1, 4 
30309, 2, 1, 3 
30310, 0, 2, 0 
30311, 0, 0, 0 
30312, 1, 0, 0 
30313, 4, 0, 2 
30314, 1, 0, 1 
30315, 0, 0, 0 
30316, 1, 0, 1 
30317, 0, 0, 0 
30318, 2, 1, 1 
30319, 0, 0, 3 
30320, 2, 0, 5 
30321, 0, 0, 0 
30322, 0, 0, 1 
30324, 1, 0, 4 
30325, 0, 0, 0 
30326, 1, 0, 5 
30327, 1, 0, 1 
30328, 1, 1, 4 
30329, 1, 2, 4 
30330, 0, 0, 0 
30331, 2, 0, 1 
30332, 1, 0, 0 
30333, 0, 0, 0 
30334, 1, 0, 0 
30336, 0, 0, 0 
30337, 0, 0, 0 
30338, 2, 0, 2 
30339, 4, 0, 4 
30340, 1, 0, 0 
30341, 1, 1, 0 
30342, 1, 0, 4 
30343, 0, 0, 0 
30344, 2, 2, 2 
30345, 0, 0, 0 
30346, 2, 0, 3 
30347, 0, 0, 0 
30348, 0, 0, 0 
30349, 0, 1, 0 
30350, 1, 0, 1 
30353, 0, 0, 0 
30354, 2, 0, 0 
30355, 0, 0, 0 
30356, 0, 0, 0 
30357, 0, 0, 0 
30358, 0, 0, 0 
30359, 0, 0, 0 
30360, 0, 0, 0 
30361, 0, 0, 0 
30362, 0, 0, 0 
30363, 0, 0, 2 
30364, 0, 0, 0 
30366, 0, 0, 0 
30368, 0, 0, 0 
30369, 0, 0, 0 
30370, 0, 0, 0 
30371, 0, 0, 0 
30374, 0, 0, 0 
30375, 0, 0, 0 
30376, 0, 0, 0 
30377, 0, 0, 0 
30378, 0, 0, 0 
30379, 0, 0, 0 
30380, 0, 0, 0 
30384, 0, 0, 0 
30385, 0, 0, 0 
30386, 0, 0, 0 
30387, 0, 0, 0 
30388, 0, 0, 0 
30389, 0, 0, 0 
30390, 0, 0, 0 
30392, 0, 0, 0 
30394, 0, 0, 0 
30396, 0, 0, 0 
30398, 0, 0, 0 
30399, 0, 0, 0 
30401, 0, 1, 0 
30410, 0, 0, 0 
30411, 0, 0, 0 
30412, 0, 0, 0 
30413, 0, 0, 0 
30414, 0, 0, 0 
30415, 0, 0, 0 
30417, 0, 0, 0 
30420, 0, 1, 0 
30421, 0, 0, 0 
30423, 0, 0, 0 
30424, 0, 0, 0 
30425, 0, 0, 0 
30426, 0, 0, 0 
30427, 0, 0, 0 
30428, 0, 0, 0 
30429, 0, 0, 0 
30434, 0, 0, 0 
30436, 0, 0, 0 
30438, 0, 0, 0 
30439, 0, 1, 0 
30441, 0, 0, 0 
30442, 0, 0, 0 
30445, 0, 0, 0 
30446, 0, 0, 0 
30447, 0, 0, 0 
30448, 0, 0, 0 
30449, 0, 0, 0 
30450, 0, 0, 0 
30451, 0, 0, 0 
30452, 0, 0, 0 
30453, 0, 0, 0 
30454, 0, 0, 0 
30455, 0, 0, 0 
30456, 0, 0, 0 
30457, 0, 0, 0 
30458, 1, 1, 1 
30459, 0, 0, 0 
30460, 1, 0, 1 
30461, 0, 0, 0 
30464, 0, 0, 0 
30467, 0, 0, 0 
30470, 0, 0, 0 
30471, 0, 0, 0 
30473, 0, 0, 0 
30474, 1, 1, 0 
30475, 0, 0, 0 
30477, 0, 0, 0 
30499, 0, 0, 0 
30501, 3, 3, 3 
30502, 0, 0, 0 
30503, 0, 0, 0 
30504, 0, 0, 0 
30506, 0, 0, 1 
30507, 0, 0, 0 
30510, 0, 0, 1 
30511, 0, 0, 0 
30512, 1, 0, 1 
30513, 0, 1, 1 
30514, 0, 0, 0 
30515, 0, 0, 0 
30516, 0, 0, 0 
30517, 1, 1, 0 
30518, 0, 1, 1 
30519, 3, 1, 2 
30520, 0, 0, 0 
30521, 0, 0, 0 
30522, 0, 0, 0 
30523, 0, 0, 1 
30525, 1, 1, 1 
30527, 0, 0, 0 
30528, 1, 1, 1 
30529, 1, 1, 1 
30530, 0, 1, 0 
30531, 1, 1, 1 
30533, 1, 1, 1 
30534, 1, 1, 1 
30535, 0, 0, 0 
30536, 0, 0, 0 
30537, 0, 0, 0 
30538, 0, 0, 0 
30539, 0, 0, 0 
30540, 1, 1, 2 
30541, 0, 0, 0 
30542, 2, 0, 2 
30543, 0, 0, 0 
30544, 0, 0, 0 
30545, 0, 0, 0 
30546, 0, 1, 1 
30547, 0, 0, 0 
30548, 0, 0, 0 
30549, 0, 0, 1 
30552, 0, 0, 0 
30553, 0, 1, 0 
30554, 0, 0, 0 
30555, 0, 0, 0 
30557, 0, 0, 0 
30558, 0, 0, 0 
30559, 0, 0, 0 
30560, 0, 0, 0 
30562, 0, 0, 0 
30563, 0, 0, 0 
30564, 0, 0, 0 
30565, 0, 0, 0 
30566, 0, 1, 1 
30567, 0, 0, 0 
30568, 0, 0, 0 
30571, 0, 0, 0 
30572, 0, 0, 0 
30573, 0, 0, 0 
30575, 0, 0, 0 
30576, 0, 0, 0 
30577, 0, 1, 0 
30580, 0, 0, 0 
30581, 0, 0, 0 
30582, 1, 0, 0 
30596, 0, 0, 0 
30597, 0, 0, 0 
30598, 0, 0, 0 
30599, 0, 0, 0 
30601, 0, 0, 2 
30602, 1, 0, 1 
30603, 0, 0, 0 
30604, 0, 0, 0 
30605, 1, 1, 2 
30606, 3, 2, 3 
30607, 0, 0, 0 
30608, 0, 0, 0 
30609, 0, 0, 0 
30612, 0, 0, 0 
30619, 0, 0, 0 
30620, 1, 1, 1 
30621, 0, 0, 0 
30622, 0, 0, 0 
30623, 0, 0, 0 
30624, 0, 0, 0 
30625, 0, 0, 0 
30627, 0, 0, 0 
30628, 0, 0, 0 
30629, 0, 0, 0 
30630, 0, 0, 0 
30631, 0, 0, 1 
30633, 0, 0, 1 
30634, 0, 0, 0 
30635, 0, 1, 0 
30638, 0, 0, 0 
30639, 0, 0, 0 
30641, 0, 0, 0 
30642, 0, 0, 0 
30643, 0, 0, 0 
30645, 0, 0, 0 
30646, 0, 0, 1 
30647, 0, 0, 0 
30648, 0, 0, 0 
30650, 1, 1, 0 
30655, 1, 1, 0 
30656, 0, 0, 0 
30660, 0, 0, 0 
30662, 0, 0, 0 
30663, 0, 0, 0 
30664, 0, 0, 0 
30665, 0, 0, 0 
30666, 0, 0, 0 
30667, 0, 0, 0 
30668, 0, 0, 0 
30669, 0, 0, 0 
30671, 0, 0, 0 
30673, 0, 0, 0 
30677, 0, 0, 0 
30678, 0, 0, 0 
30680, 0, 1, 0 
30683, 0, 0, 0 
30701, 1, 1, 1 
30703, 0, 0, 0 
30705, 0, 1, 0 
30707, 0, 1, 0 
30708, 0, 0, 0 
30710, 0, 0, 0 
30711, 0, 0, 0 
30719, 0, 0, 0 
30720, 1, 0, 1 
30721, 1, 3, 1 
30722, 0, 0, 0 
30724, 0, 0, 0 
30725, 0, 0, 0 
30726, 0, 0, 0 
30728, 0, 1, 0 
30730, 0, 0, 0 
30731, 0, 0, 0 
30732, 0, 0, 0 
30733, 0, 0, 0 
30734, 0, 0, 0 
30735, 0, 0, 0 
30736, 0, 1, 0 
30738, 0, 0, 0 
30739, 0, 0, 0 
30740, 0, 0, 0 
30741, 0, 0, 0 
30742, 1, 1, 0 
30746, 0, 0, 0 
30747, 0, 1, 0 
30750, 0, 0, 1 
30751, 0, 0, 0 
30752, 0, 1, 0 
30753, 0, 0, 0 
30755, 0, 0, 0 
30756, 0, 0, 0 
30757, 0, 0, 0 
30802, 0, 0, 0 
30803, 0, 0, 0 
30805, 0, 0, 0 
30806, 0, 0, 0 
30807, 0, 0, 0 
30808, 0, 0, 0 
30809, 1, 1, 3 
30810, 0, 0, 0 
30811, 0, 0, 0 
30812, 0, 0, 0 
30813, 1, 0, 0 
30814, 0, 0, 0 
30815, 0, 1, 0 
30816, 0, 0, 0 
30817, 0, 0, 0 
30818, 0, 0, 0 
30819, 0, 0, 0 
30820, 0, 0, 0 
30821, 0, 0, 0 
30822, 0, 0, 0 
30823, 0, 0, 0 
30824, 1, 1, 0 
30828, 0, 0, 0 
30830, 0, 1, 0 
30833, 0, 0, 0 
30901, 1, 0, 0 
30903, 0, 0, 0 
30904, 0, 0, 0 
30905, 0, 0, 2 
30906, 1, 1, 0 
30907, 1, 2, 3 
30909, 2, 2, 7 
30911, 0, 0, 0 
30912, 0, 0, 0 
30913, 0, 0, 0 
30914, 0, 0, 0 
30916, 0, 0, 0 
30917, 0, 0, 0 
30919, 0, 0, 0 
30999, 0, 0, 0 
31001, 0, 0, 0 
31002, 0, 0, 0 
31003, 0, 0, 0 
31004, 0, 0, 0 
31005, 1, 0, 1 
31006, 0, 0, 0 
31007, 0, 0, 0 
31008, 0, 0, 0 
31009, 0, 0, 0 
31010, 0, 0, 0 
31011, 0, 0, 0 
31012, 0, 0, 0 
31013, 0, 0, 0 
31014, 0, 0, 0 
31015, 1, 1, 0 
31016, 0, 0, 0 
31017, 0, 0, 0 
31018, 0, 0, 0 
